순번,시도본부,119안전센터명,주소,전화번호,FAX,위도,경도
901,전라남도,신안119안전센터,전라남도 신안군 암태면 승봉로 17,061-241-0890,061-241-0921,34.825508500,126.111937624
902,전라남도,지도119안전센터,전라남도 신안군 지도읍 해제지도로 1304,061-241-0925,061-241-0929,35.058868325,126.204905683
903,경상북도,압량119안전센터,경상북도 경산시 압량읍 김유신로 12,053-813-1119,053-819-6269,35.838460034,128.769801260
904,경상북도,자인119안전센터,경상북도 경산시 자인면 금학로 25-11,053-857-2119,053-851-0119,35.821467133,128.826166691
905,경상북도,중산119안전센터,경상북도 경산시 펜타힐즈4로 1,053-817-1191,053-817-1192,35.830858397,128.719579702
906,경상북도,중앙119안전센터,경상북도 경산시 장산로 143,053-813-0119,053-816-1885,35.818720419,128.740771512
907,경상북도,진량119안전센터,경상북도 경산시 진량읍 공단2로 72,053-856-0119,053-856-3940,35.872556652,128.823781262
908,경상북도,하양119안전센터,경상북도 경산시 하양읍 대경로 793,053-852-0119,053-853-1196,35.915290688,128.825731396
909,경상북도,감포119안전센터,경상북도 경주시 감포읍 동해안로 2153,054-778-0671,054-744-3119,35.799002498,129.493849199
910,경상북도,건천119안전센터,경상북도 경주시 건천읍 내서로 1065,054-778-0680,054-751-0119,35.852955151,129.100208868
911,경상북도,동부119안전센터,경상북도 경주시 중앙로 59,054-778-0610,0547-745-2119,35.845230998,129.211478741
912,경상북도,보문119안전센터,경상북도 경주시 경감로 587-8,054-778-0630,054-745-7119,35.834977913,129.287084516
913,경상북도,불국사119안전센터,경상북도 경주시 불국신택지4길 4,054-778-0620,054-771-3119,35.784040911,129.327231468
914,경상북도,안강119안전센터,경상북도 경주시 안강읍 안강중앙로 146,054-778-0650,054-761-2119,35.993239149,129.215909305
915,경상북도,외동119안전센터,경상북도 경주시 외동읍 입실로1길 78-15,054-778-0661,054-744-6119,35.716827729,129.327306811
916,경상북도,용황119안전센터,경상북도 경주시 공단로 25,054-778-0640,054-773-7119,35.875346586,129.217053456
917,경상북도,황오119안전센터,경상북도 경주시 알천남로 276,054-778-0601,054-746-2119,35.844253856,129.227769670
918,경상북도,다산119안전센터,경상북도 고령군 다산면 다산로 506,054-955-6119,054-950-8119,35.815255156,128.434972240
919,경상북도,대가야119안전센터,경상북도 고령군 대가야읍 벽화길 18,054-954-0119,054-950-8109,35.723926380,128.268492194
920,경상북도,고아119안전센터,경상북도 구미시 고아읍 선산대로 821,054-481-3119,054-440-0289,36.199611775,128.339437178
921,경상북도,공단119안전센터,경상북도 구미소방서 수출대로112,054-461-3119,054-440-0209,,
922,경상북도,봉곡119안전센터,경상북도 구미시 봉곡동로 48,054-452-2119,054-453-2119,36.154655249,128.315395133
923,경상북도,상림119안전센터,경상북도 구미시 상림로 45,054-465-9116,054-465-9133,36.090013910,128.360358403
924,경상북도,선산119안전센터,경상북도 구미시 선산읍 선산대로 1400-13,054-482-0119,054-482-4695,36.239449013,128.304996775
925,경상북도,송정119안전센터,경상북도 구미시 백산로 207,054-452-0119,054-457-4119,36.114228316,128.351033800
926,경상북도,옥계119안전센터,경상북도 구미시 산동읍 산호대로41길 4 ,054-471-5119,054-471-1194,36.138939349,128.439411163
927,경상북도,원평119안전센터,경상북도 구미시 산업로 174,054-454-6119,054-455-3119,36.128683098,128.340637481
928,경상북도,인동119안전센터,경상북도 구미시 이계북로 147,054-471-0119,054-472-4119,36.106103773,128.418380411
929,경상북도,해평119안전센터,경상북도 구미시 해평면 강동로 1663 ,054-474-4119,054-473-9078,36.198920125,128.391091704
930,경상북도,다수119안전센터,경상북도 김천시 영남대로 1246,054-420-5921,054-436-2491,36.127389531,128.072864173
931,경상북도,대광119안전센터,경상북도 김천시 공단로 152-36,054-420-5921,054-436-2492,36.148388148,128.138012951
932,경상북도,아포119안전센터,경상북도 김천시 아포읍 아포공단길 45,054-420-5941,054-439-2498,36.166559115,128.254973729
933,경상북도,양금119안전센터,경상북도 김천시 강변로 219,054-420-5901,054-436-2496,36.106783549,128.122575056
934,경상북도,율곡119안전센터,경상북도 김천시 혁신7로 46,054-420-5951,054-437-2498,36.125666442,128.176222588
935,경상북도,지례119안전센터,경북 김천시 지례면 장터길 115,054-420-5931,054-435-2498,35.990070109,128.030582111
936,경상북도,가은119안전센터,경상북도 문경시 가은읍 가은로 126,054-559-1912,054-572-0118,36.642264855,128.062726814
937,경상북도,모전119안전센터,경상북도 문경시 모전로 173,054-559-1962,054-555-0015,36.596291526,128.187944975
938,경상북도,문경119안전센터,경상북도 문경시 문경읍 새재로 501,054-559-1922,054-572-0116,36.734813976,128.102530632
939,경상북도,점촌119안전센터,경상북도 문경시 중앙로 305,054-559-1905,054-559-1909,36.610085226,128.209542874
940,경상북도,명호119안전센터,경상북도 봉화군 명호면 도천길 18-46,054-679-3520,054-674-1197,36.858168559,128.901775840
941,경상북도,봉화119안전센터,경상북도 봉화군 봉화읍 내성천3길 152,054-679-3500,,36.892218574,128.715296069
942,경상북도,춘양119안전센터,경상북도 봉화군 춘양면 소천로 22,054-679-3510,054-674-2119,36.921782964,128.920950704
943,경상북도,만산119안전센터,경상북도 상주시 경상대로 3203-11,054-530-3800,054-533-2119,36.434017650,128.151361648
944,경상북도,청리119안전센터,경상북도 상주시 청리면 마공공단로152,054-530-3820,054-531-3119,36.318529380,128.126084028
945,경상북도,함창119안전센터,경상북도 상주시 함창읍 가야로46-1,054-530-3810,054-541-5119,36.566474974,128.178407196
946,경상북도,화서119안전센터,경상북도 상주시 화서면 상현무동길5,054-530-3830,054-532-3839,36.446382732,127.948059504
947,경상북도,가천119안전센터,경상북도 성주군 가천면 가천로 3,054-930-5633,054-931-8119,35.881147783,128.170523075
948,경상북도,선남119안전센터,경상북도 성주군 선남면 도성3길 39-17,054-931-3370,054-931-5119,35.882379427,128.366732852
949,경상북도,성주119안전센터,경상북도 성주군 성주읍 주산로 193,054-933-0119,054-933-5609,35.934019830,128.304626014
950,경상북도,도산119안전센터,경상북도 안동시 도산면 퇴계로 2171,054-856-7119,054-856-7118,36.710372040,128.824552264
951,경상북도,법흥119안전센터,경상북도 안동시 육사로 301,054-854-6119,054-854-5119,36.561037022,128.737291934
952,경상북도,영양119안전센터,경북 영양군 영양읍 군민회관길 42-14,054-682-3119,054-683-3119,36.659518055,129.116475594
953,경상북도,옥동119안전센터,경상북도 안동시 광명로85,054-853-6119,054-853-5119,36.558724794,128.694255772
954,경상북도,용상119안전센터,경상북도 안동시 마들6길 27,054-821-1119,054-821-3384,36.550772666,128.761712413
955,경상북도,입암119안전센터,경상북도 영양군 입암면 입암로 153,054-682-4119,,36.598099013,129.087192219
956,경상북도,풍산119안전센터,경상북도 안동시 풍산읍 풍산태사로 1162,054-858-4119,,36.580336176,128.581905050
957,경상북도,강구119안전센터,경상북도 영덕군 강구면 강산로 38,054-730-1610,054-730-1619,36.351361293,129.374728964
958,경상북도,영덕119안전센터,경상북도 영덕군 영덕읍 경동로 8401,054-730-1600,054-730-1609,36.416708294,129.371009752
959,경상북도,영해119안전센터,경상북도 영덕군 영해면 창수영해로 481,054-730-1620,054-730-1629,36.542392954,129.395747905
960,경상북도,가흥119안전센터,경상북도 영주시 선비로 181,054-630-0441,054-630-0449,36.820846251,128.618984401
961,경상북도,문수119안전센터,경상북도 영주시 문수면 적서로 448번길 17,054-630-0401,054-630-0409,36.791683012,128.633425211
962,경상북도,풍기119안전센터,경상북도 영주시 풍기읍 기주로 159,054-630-0411,054-630-0419,36.873221778,128.519084116
963,경상북도,금호119안전센터,경상북도 영천시 금호읍 오계공단길 5,054-339-6913,054-334-7119,35.913794855,128.887563636
964,경상북도,남부119안전센터,경상북도 영천시 한방로 176,054-339-6941,054-337-1117,35.938915392,128.947113325
965,경상북도,동부119안전센터,경상북도 영천시 호국로 187,054-339-6901,054-336-1197,35.977631698,128.957856821
966,경상북도,신녕119안전센터,경상북도 영천시 신녕면 어릿골길 11,054-339-6921,054-333-2119,36.043914857,128.778888169
967,경상북도,도청119안전센터,경상북도 예천군 호명면 도청대로 19,054-653-5119,054-653-7119,,
968,경상북도,예천119안전센터,경상북도 예천군 예천읍 양궁로 61-12,054-655-0119,054-650-3609,36.648149768,128.463412218
969,경상북도,지보119안전센터,경상북도 예천군 지보면 지보로 247,054-653-3119,054-652-0119,36.538543190,128.382809354
970,경상북도,북면119안전센터,경상북도 울진군 북면 장터길 69,054-780-1450,054-783-1453,37.102732943,129.375216894
971,경상북도,온정119안전센터,경상북도 울진군 온정면 백암온천로 1315,054-780-1431,054-787-7229,36.721141830,129.347544518
972,경상북도,울진119안전센터,경상북도 울진군 울진읍 울진북로 508,054-780-1401,054-780-1409,36.993813746,129.394571588
973,경상북도,죽변119안전센터,경상북도 울진군 죽변면 하죽로 1841,054-780-1411,054-782-1774,37.054826796,129.412523714
974,경상북도,후포119안전센터,경상북도 울진군 후포면 실배길 28-1,054-780-1423,054-780-1460,36.689139454,129.445225535
975,경상북도,봉양119안전센터,경상북도 의성군 봉양면 경북대로 4741,054-834-7801,054-830-7809,36.310464850,128.598674561
976,경상북도,안계119안전센터,경상북도 의성군 안계면 안계길 100,054-861-0119,054-830-7829,36.382865439,128.441129564
977,경상북도,의성119안전센터,경상북도 의성군 의성읍 홍술로 187,054-834-7119,054-832-3119,36.358263413,128.699142802
978,경상북도,금천119안전센터,경상북도 청도군 금천면 청려로 4363,054-370-8324,054-372-6019,35.689999376,128.895211576
979,경상북도,청도119안전센터,경상북도 청도군 청도읍 중앙로 192-34,054-370-8301,054-370-8269,35.648211182,128.763125342
980,경상북도,풍각119안전센터,경상북도 청도군 풍각면 송서로 64,054-370-8311,054-372-7119,35.638874083,128.617756476
981,경상북도,진보119안전센터,경상북도 청송군 진보면 청송로 6346,054-874-5119,054-874-2459,36.521277239,129.039566478
982,경상북도,청송119안전센터,경상북도 청송군 청송읍 굿바들길 19,054-873-1119,054-873-5119,36.421933969,129.058952129
983,경상북도,가산119안전센터,경상북도 칠곡군 가산면 다부원1길 57,054-970-2836,054-973-1149,36.045855135,128.520496312
984,경상북도,금산119안전센터,경상북도 칠곡군 왜관읍 공단로 194,054-970-2821,054-971-6119,35.967777248,128.417075874
985,경상북도,동명119안전센터,경상북도 칠곡군 동명면 한티로 216,054-970-2852,054-976-0119,35.980264565,128.577257389
986,경상북도,북삼119안전센터,경상북도 칠곡군 북삼읍 안산2길 46,054-970-2819,054-974-3019,36.066825493,128.337384988
987,경상북도,석적119안전센터,경상북도 칠곡군 석적읍 유학로 140,054-970-2842,054-970-2849,36.073548179,128.423799309
988,경상북도,왜관119안전센터,경상북도 칠곡군 기산면 칠곡대로 1216,054-970-2802,054-970-2809,35.995657244,128.388057816
989,경상북도,지천119안전센터,경상북도 칠곡군 지천면 신동로 85,0549970-2872,054-974-9120,35.957408486,128.481921792
990,경상북도,구룡포119안전센터,경상북도 포항시 남구 구룡포읍 호미로 265,054-288-0951,054-288-0959,35.991030284,129.559387160
991,경상북도,연일119안전센터,경상북도 포항시 남구 연일읍 철강로 10,054-288-0991,054-282-2724,35.991619355,129.344144113
992,경상북도,오천119안전센터,경상북도 포항시 남구 오천읍 해병로 369,054-288-0941,054-288-0949,35.962773774,129.409537816
993,경상북도,울릉119안전센터,경상북도 울릉군 울릉읍 울릉순환로 415,054-288-0961,054-288-0969,37.484212944,130.898162513
994,경상북도,일월119안전센터,경상북도 포항시 남구 동해안로 5890,054-288-0872,054-288-0879,35.993383371,129.418930873
995,경상북도,제철119안전센터,경상북도 포항시 남구 철강로 360,054-288-0921,054-288-0929,35.978335696,129.378360339
996,경상북도,해도119안전센터,경상북도 포항시 남구 중앙로 118,054-288-0918,054-288-0919,36.023615107,129.368661590
997,경상북도,효자119안전센터,경상북도 포항시 남구 지곡로212번길 45,054-288-0931,054-288-0939,36.029468803,129.325538781
998,경상북도,기계119안전센터,경상북도 포항시 북구 기계면 기계로 371,054-260-2462,054-243-1119,36.084902080,129.182107101
999,경상북도,덕산119안전센터,경상북도 포항시 북구 중앙로 332,054-260-2403,054-260-2409,36.042470108,129.366150127
1000,경상북도,두호119안전센터,경상북도 포항시 북구 삼호로 505,054-260-2412,054-255-2119,36.072774520,129.397972332
1001,경상북도,장량119안전센터,경상북도 포항시 북구 법원로 158,054-260-2432,054-243-3119,36.088746117,129.387693210
1002,경상북도,청하119안전센터,경상북도 포항시 북구 청하면 청하로 267,054-260-2472,054-232-6861,36.202771329,129.342526217
1003,경상북도,흥해119안전센터,경상북도 포항시 북구 흥해읍 중성로 67,054-260-2422,054-251-0119,36.109190835,129.350481514
1004,경상남도,거제119안전센터,경남 거제시 거제면 거제남서로 3429,055-689-9400,055-689-9409,34.847263046,128.589034520
1005,경상남도,남부119안전센터,경남 거제시 남부면 저구해안길16,055-689-9420,055-689-9429,34.735045855,128.606707814
1006,경상남도,사등119안전센터,경남 거제시 사등면 덕호해안길 63,055-689-9420,055-689-9439,34.879534529,128.476433673
1007,경상남도,신현119안전센터, 경남 거제시 계룡로 52,055-689-9380,055-689-9389,34.875792620,128.626859621
1008,경상남도,연초119안전센터,경남 거제시 연초면 거제북로1,055-689-9410,055-689-9419,34.912284762,128.652638446
1009,경상남도,옥포119안전센터,경남 거제시 진목로 1,055-689-9361,055-689-9369,34.896160085,128.686162892
1010,경상남도,장승포119안전센터,경남 거제시 능포로 77,055-689-9370,055-689-9379,34.871509786,128.729100405
1011,경상남도,가조119안전센터,경남 거창군 가조면 마상3길 32,055-940-9381,055-940-9389,35.711522863,128.016510142
1012,경상남도,대평119안전센터,경남 거창군 거창읍 거함대로 3324,055-940-9361,055-940-9369,35.677573388,127.923223897
1013,경상남도,위천119안전센터,경남 거창군 위천면 원학길 321,055-940-9371,055-940-9379,35.749234218,127.832669830
1014,경상남도,거류119안전센터,경남 고성군 봉암1길 9,055-670-9341,055-670-9349,35.001174107,128.402877128
1015,경상남도,고성119안전센터,경남 고성군 남해안대로 2670,055-670-9316,055-670-9319,34.981093394,128.331066159
1016,경상남도,회화119안전센터,경남 고성군 영회로 2211,055-670-9321,055-670-9329,35.058780192,128.366582035
1017,경상남도,내외119안전센터,김해시 내외로 77,055-320-9381,055-320-9389,35.234964817,128.865501062
1018,경상남도,대동119안전센터,김해시 대동면 동남로 41번길 19,055-320-9421,055-320-9429,35.235364066,128.993209741
1019,경상남도,동상119안전센터,김해시 구지로 179,055-320-9371,055-320-9379,35.238851783,128.882867287
1020,경상남도,북부119안전센터,김해시 해반천로 166,055-320-9411,055-320-9419,35.262878890,128.867628982
1021,경상남도,삼정119안전센터,김해시 김해대로 2507,055-320-9361,055-320-9369,35.228597241,128.901397179
1022,경상남도,상동119안전센터,김해시 상동면 상동로 637,055-320-9391,055-320-9399,35.312016055,128.937868171
1023,경상남도,생림119안전센터,김해시 생림면 봉림로 106,055-320-9401,055-320-9409,35.333722458,128.847321527
1024,경상남도,율하119안전센터,김해시 율하4로 112,055-344-9421,055-344-9429,35.176363538,128.823751033
1025,경상남도,장유119안전센터,김해시 번화2로 12,055-344-9361,055-344-9369,35.190191150,128.806265480
1026,경상남도,주촌119안전센터,김해시 주촌면 주선로 29,055-344-9391,055-344-9399,35.234990925,128.845426526
1027,경상남도,진례119안전센터,김해시 진례면 서부로 730,055-344-9373,055-344-9379,35.237878302,128.755199011
1028,경상남도,진영119안전센터,김해시 진영읍 장등로 4,055-344-9381,055-344-9389,35.306686763,128.735360398
1029,경상남도,한림119안전센터,김해시 한림면 한림로 401번길 50,055-344-9413,055-344-9419,35.323250686,128.800395136
1030,경상남도,남해119안전센터,경남 남해군 남해읍 스포츠로 81,055-860-9360,055-860-9369,34.829581711,127.892610368
1031,경상남도,미조119안전센터,경남 남해군 미송로486번길 1,055-860-9330,055-860-9339,,
1032,경상남도,삼동119안전센터, 경남 남해군 삼동면 동부대로 1795,055-860-9370,055-860-9379,34.829652086,128.006132749
1033,경상남도,가곡119안전센터,경상남도 밀양시 용두로 5,055-350-9370,055-350-9379,35.478473104,128.764616875
1034,경상남도,교동119안전센터,경상남도 밀양시 밀양대공원로 66,055-350-9360,055-350-9369,35.499855317,128.758706594
1035,경상남도,무안119안전센터,경상남도 밀양시 무안면 사명로 541,055-350-9410,055-350-9419,35.473111830,128.652397465
1036,경상남도,산동119안전센터,경상남도 밀양시 산외면 단산길 2,055-350-9400,055-350-9409,35.510736380,128.839807378
1037,경상남도,삼랑진119안전센터,경상남도 밀양시 삼랑진읍 삼랑진로 16-5,055-350-9390,055-350-9399,35.383834520,128.822688997
1038,경상남도,하남119안전센터,경상남도 밀양시 하남읍 명례로 108,055-350-9380,055-350-9389,35.368428212,128.733157797
1039,경상남도,곤양119안전센터,경남 사천시 곤양면 곤북로 64,055-830-9430,055-830-9439,35.055528083,127.954289317
1040,경상남도,사남119안전센터,경남 사천시 사남면 공단2로 53,055-830-9410,055-830-9419,35.064249558,128.067468858
1041,경상남도,사천119안전센터,경남 사천시 무산로 21,055-830-9420,055-830-9429,35.087734110,128.088745200
1042,경상남도,삼천포119안전센터,경남 사천시 동금로 51,055-830-9400,055-830-9409,34.930606810,128.080812574
1043,경상남도,단성119안전센터,경남 산청군 단성면 사직단로 447-8,055-970-9321,055-970-9329,35.297814932,127.958335224
1044,경상남도,산청119안전센터,경남 산청군 산청읍 중앙로 76-7,055-970-9311,055-970-9319,35.415238736,127.883464056
1045,경상남도,물금119안전센터,양산시 물금읍 물금리 800-8,055-379-9461,055-379-9469,,
1046,경상남도,범어119안전센터,경남 양산시 황산로 719,055-379-9361,055-379-9369,35.334037335,129.010028030
1047,경상남도,상북119안전센터,경남 양산시 상북면 석계로 37,055-379-9421,055-379-9429,35.414932899,129.064861019
1048,경상남도,웅상119안전센터,경남 양산시 웅상대로 1120,055-379-9381,055-379-9389,35.397952510,129.162478814
1049,경상남도,중부119안전센터,경남 양산시 양산역6길 27,055-379-9331,055-379-9339,35.337279210,129.028978549
1050,경상남도,중앙119안전센터,경남 양산시 신기로 13,055-379-9371,055-379-9379,35.352111150,129.042436084
1051,경상남도,평산119안전센터,경남 양산시 내연4길 9,055-379-9321,055-379-9329,35.375021808,129.146828205
1052,경상남도,하북119안전센터,경남 양산시 양산대로 2255-38,055-379-9391,055-379-9399,35.463141623,129.080177592
1053,경상남도,부림119안전센터,경남 의령군 부림면 대한로 1666,055-570-9324,055-570-9329,35.463717329,128.314724668
1054,경상남도,의령119안전센터,경남 의령군 의령읍 의병로 108-17,055-570-9316,055-570-9319,35.319608459,128.248281312
1055,경상남도,정곡119안전센터,경남 의령군 정곡면 의합대로 984-12,055-570-9332,055-570-9339,35.374034155,128.327099174
1056,경상남도,금산119안전센터,경남 진주시 송백로 477,055-760-9440,055-760-9449,35.211687761,128.133882418
1057,경상남도,문산119안전센터,경남 진주시 문산읍 월아산로 979,055-760-9400,055-760-9409,35.158778483,128.163599208
1058,경상남도,상대119안전센터,경남 진주시 동진로 249,055-760-9361,055-760-9369,35.180616580,128.118291772
1059,경상남도,정촌119안전센터,경남 진주시 뿌리산단로 2,055-760-9450,055-760-9459,35.116248526,128.101292337
1060,경상남도,중앙119안전센터,경남 진주시 북장대로64번길 14,055-760-9370,055-760-9379,35.195891741,128.074566516
1061,경상남도,천전119안전센터,경남 진주시 강남로167번길 16,055-760-9380,055-760-9389,35.182852886,128.094087158
1062,경상남도,평거119안전센터,경남 진주시 순환로 565,055-760-9390,055-760-9399,35.174111950,128.058799236
1063,경상남도,남지119안전센터,경남 창녕군 남지읍 동포로 64,055-259-9371,055-259-9379,35.394942219,128.480909593
1064,경상남도,부곡119안전센터,경남 창녕군 부곡면 원앙로 184,055-259-9381,055-259-9389,35.437726734,128.588609401
1065,경상남도,영산119안전센터,경남 창녕군 영산면 영산장마로 697,055-259-9331,055-259-9339,35.459326077,128.520539577
1066,경상남도,창녕119안전센터,경남 창녕군 대지면 우포2로 1097,055-259-9361,055-259-9369,35.550363329,128.479203495
1067,경상남도,도남119안전센터,통영시 도남로 257,055-640-9386,055-640-9389,34.828300213,128.432249369
1068,경상남도,무전119안전센터,통영시 원문로 71,055-640-9427,055-640-9429,34.859220174,128.420781762
1069,경상남도,서호119안전센터,통영시 중앙로 91-8,055-640-9374,055-640-9379,34.842324740,128.419228773
1070,경상남도,죽림119안전센터,경남 통영시 광도면 죽림4로 49,055-640-9365,055-640-9369,34.883451338,128.419388967
1071,경상남도,금성119안전센터,하동군 금성면 금성로 15,055-880-9321,055-880-9329,34.977864841,127.795621427
1072,경상남도,진교119안전센터,하동군 진교면 진양로 27,055-880-9375,055-880-9379,35.025239515,127.901306530
1073,경상남도,하동119안전센터,하동군 적량면 공설운동장로 169,055-880-9365,055-880-9369,35.062156402,127.774315511
1074,경상남도,화개119안전센터,하동군 화개면 쌍계로 58,055-880-9336,055-880-9339,35.191662191,127.626805221
1075,경상남도,가야119안전센터,경남 함안군 가야읍 선왕길 59,055-580-9300,055-580-9309,35.286201825,128.399985685
1076,경상남도,군북119안전센터,경남 함안군 군북면 함마대로 760,055-580-9340,055-580-9349,35.264562082,128.343282958
1077,경상남도,칠원119안전센터,경남 함안군 칠원읍 용산2길 121,055-580-9330,055-580-9339,35.311835522,128.513835609
1078,경상남도,안의119안전센터,경남 함양군 금성길 19,055-960-9322,055-960-9329,35.629174935,127.810347232
1079,경상남도,함양119안전센터,경남 함양군 고운로 161-41,055-960-9314,055-960-9319,35.523871993,127.742029707
1080,경상남도,북부119안전센터,경남 합천군 야로면 월광 2길 5,055-930-9357,055-930-9359,35.734280567,128.156673321
1081,경상남도,삼가119안전센터,경남 합천군 삼가면 삼가로 287,055-930-9317,055-930-9319,35.408427362,128.119959266
1082,경상남도,초계119안전센터,경남 합천군 초계면 양동로 6-16,055-930-9320,055-930-9329,35.556959154,128.261662560
1083,경상남도,합천119안전센터,경남 합천군 합천읍 인덕로 2453,055-930-9301,055-930-9309,35.573086527,128.148426095
1084,제주특별자치도,이도119안전센터,제주 제주시 중앙로 342(이도2동),064-729-0420,064-729-0429,33.490883820,126.536531212
1085,제주특별자치도,삼도119안전센터,제주 제주시 탑동로 101(삼도2동),064-729-0430,064-729-0439,33.515857914,126.517102707
1086,제주특별자치도,오라119안전센터,제주 제주시 서광로2길 24(오라1동),064-729-0450,064-729-0459,33.495189396,126.516173774
1087,제주특별자치도,노형119안전센터,제주 제주시 광평동로 2(노형동),064-729-0470,064-729-0479,33.481102183,126.472187378
1088,제주특별자치도,화북119안전센터,제주 제주시 동화로1길 3(화북1동),064-729-0410,064-729-0419,33.519420054,126.573484556
1089,제주특별자치도,항만119안전센터,제주 제주시 임항로 146(건입동),064-729-0460,064-729-0469,33.520222818,126.539366802
1090,제주특별자치도,외도119안전센터,제주 제주시 통물길 75(외도1동),064-729-0480,064-729-0489,33.486639855,126.437491689
1091,제주특별자치도,아라119안전센터,제주 제주시 사송길 116(영평동),064-729-0400,064-729-0409,33.468046948,126.565767605
1092,제주특별자치도,연동119안전센터,제주 제주시 문송길 14(연동),064-729-0440,046-729-0449,33.488523792,126.497113170
1093,제주특별자치도,동홍119안전센터,제주 서귀포시 서홍로 14,064-762-1119,064-730-7429,33.249218781,126.553217644
1094,제주특별자치도,중문119안전센터,제주 서귀포시 일주서로 669,064-738-0119,064-730-7439,33.254140508,126.438016200
1095,제주특별자치도,효돈119안전센터,제주 서귀포시 일주동로 8234,064-767-2119,064-730-7449,33.260780430,126.607754165
1096,제주특별자치도,대신119안전센터,제주 서귀포시 서호남로 20,064-739-0119,064-730-7419,33.249563061,126.514096966
1097,제주특별자치도,한림119안전센터,제주 제주시 한림읍 한림중앙로 150,064-796-2119,064-795-0419,33.402511074,126.270282894
1098,제주특별자치도,애월119안전센터,제주 제주시 애월읍 일주서로 6513,064-799-3119,064-795-0429,33.466661136,126.348759708
1099,제주특별자치도,한경119안전센터,제주 제주시 한경면 일주서로 4218,064-773-0119,064-795-0449,33.342614509,126.182893776
1100,제주특별자치도,대정119안전센터,제주 제주시 대정읍 일주서로 2717,064-794-1119,064-795-0439,,
1101,제주특별자치도,안덕119안전센터,제주 서귀포시 안덕면 화순서서로 2,064-794-9119,064-795-0459,33.251202723,126.330857033
1102,제주특별자치도,영어교육도시119안전센터,제주 서귀포시 대정읍 에듀시티로 238,064-792-5119,064-795-0469,33.278937452,126.273275348
1103,제주특별자치도,구좌119안전센터,제주 제주시 구좌읍 세화14길 8,064-783-0119,064-780-9429,33.520310703,126.860098064
1104,제주특별자치도,남원119안전센터,제주 서귀포시 남원읍 남원체육관로221번길 23,064-764-0119,064-780-9449,33.281531553,126.708428156
1105,제주특별자치도,성산119안전센터,제주 서귀포시 성산읍 일주동로 4120번길 7,064-782-0119,064-780-919,33.460000863,126.909718256
1106,제주특별자치도,조천119안전센터,제주 제주시 조천읍 신북로 337,064-782-6119,064-780-9439,33.541087549,126.646875985
1107,제주특별자치도,표선119안전센터,제주 서귀포시 표선면 표선관정로 39-16,064-787-0119,064-780-9459,33.327211906,126.827738791
1108,창원시,구산119안전센터,경상남도 창원시 마산합포구 구산면 해양관광로 1401,055-249-9451,055-249-9459,35.091647727,128.582779456
1109,창원시,구암119안전센터,경상남도 창원시 마산회원구 팔용로 260,055-249-9422,055-249-9429,35.248301305,128.599291634
1110,창원시,남성119안전센터,경상남도 창원시 마산합포구 남성로 114,055-249-9382,055-249-9389,35.204852881,128.575157156
1111,창원시,내서119안전센터,경상남도 창원시 마산회원구 내서읍 중리공단로 104,055-249-9431,055-249-9439,35.240203578,128.509684236
1112,창원시,석전119안전센터,경상남도 창원시 마산회원구 양덕옛1길 62,055-249-9401,055-249-9409,35.227327775,128.575587330
1113,창원시,양봉119안전센터,경상남도 창원시 마산회원구 자유무역1길 22,055-249-9413,055-249-9419,35.211935378,128.589147071
1114,창원시,중앙119안전센터,경상남도 창원시 마산합포구 제2부두로 55,055-249-9361,055-249-9369,35.198197441,128.574795176
1115,창원시,진동119안전센터,경상남도 창원시 마산합포구 진동면 해양관광로 52,055-249-9391,055-249-9399,35.110879856,128.489251937
1116,창원시,진전119안전센터,경상남도 창원시 마산합포구 진전면 삼진의거대로 55-89,055-249-9461,055-249-9469,35.104510919,128.426660241
1117,창원시,호계119안전센터,경상남도 창원시 마산회원구 내서읍 호계본동3길 59-10,055-249-9442,055-249-9449,35.267714708,128.520821516
1118,창원시,가음정119안전센터,경상남도 창원시 성산구 대정로 39,055-211-9372,055-211-9379,35.207850302,128.698564402
1119,창원시,대원119안전센터,경상남도 창원시 성산구 두대로 55번길 11,055-211-9402,055-211-9409,35.232832972,128.650826136
1120,창원시,신월119안전센터,경상남도 창원시 의창구 상남로 165,055-211-9345,055-211-9369,,
1121,창원시,외동119안전센터,경상남도 창원시 성산구 창원대로 786,055-211-9384,055-211-9389,35.213984334,128.675893183
1122,창원시,웅남119안전센터,경상남도 창원시 성산구 봉양로 406,055-211-9462,055-211-9469,35.207727222,128.626978799
1123,창원시,대산119안전센터,경상남도 창원시 의창구 봉강가술로 583,055-225-9412,055-225--9419,35.333413749,128.705786122
1124,창원시,동읍119안전센터,경상남도 창원시 의창구 동읍 동읍로71번길 14-14,055-225-9392,055-225-9399,35.281079130,128.682621355
1125,창원시,봉곡119안전센터,경상남도 창원시 의창구 지귀로 127,055-225-9372,055-225-9379,35.245150371,128.658690764
1126,창원시,북면119안전센터,경상남도 창원시 의창구 북면 감계로110번길 54-36,055-225-9402,055-225-9409,35.301105008,128.594903490
1127,창원시,중동119안전센터,경상남도 창원시 의창구  중동중앙로 119,055-225-9362,055-225-9369,35.258593034,128.630974234
1128,창원시,팔룡119안전센터,경상남도 창원시 의창구 창원대로 204번길 15,055-225-9382,055-225-9389,35.242906515,128.622885479
1129,창원시,대흥119안전센터,경상남도 진해구 백구로 72,055-548-9361,055-548-9369,35.151184887,128.658494302
